"LinkIndec","Provincia","Partido","Localidad","Velocidad","Accesos"
"6693020","BUENOS AIRES","Roque Pérez","Roque Pérez","1000","3"
"6693020","BUENOS AIRES","Roque Pérez","Roque Pérez","226,5","62"
"6700010","BUENOS AIRES","Saavedra","Arroyo Corto","12","31"
"6700010","BUENOS AIRES","Saavedra","Arroyo Corto","25","136"
"6700010","BUENOS AIRES","Saavedra","Arroyo Corto","50","92"
"6700010","BUENOS AIRES","Saavedra","Arroyo Corto","226,5","1"
"6700030","BUENOS AIRES","Saavedra","Dufaur","226,5","3"
"6700040","BUENOS AIRES","Saavedra","Espartillar","5","79"
"6700040","BUENOS AIRES","Saavedra","Espartillar","25","314"
"6700040","BUENOS AIRES","Saavedra","Espartillar","226,5","5"
"6700050","BUENOS AIRES","Saavedra","Goyena","10","44"
"6700050","BUENOS AIRES","Saavedra","Goyena","226,5","5"
"6700055","BUENOS AIRES","Saavedra","Las Encadenadas","226,5","3"
"6700060","BUENOS AIRES","Saavedra","Pigüé","0","2"
"6700060","BUENOS AIRES","Saavedra","Pigüé","3","7"
"6700060","BUENOS AIRES","Saavedra","Pigüé","6","10"
"6700060","BUENOS AIRES","Saavedra","Pigüé","10","43"
"6700060","BUENOS AIRES","Saavedra","Pigüé","15","65"
"6700060","BUENOS AIRES","Saavedra","Pigüé","50","4.636"
"6700060","BUENOS AIRES","Saavedra","Pigüé","100","523"
"6700060","BUENOS AIRES","Saavedra","Pigüé","200","113"
"6700060","BUENOS AIRES","Saavedra","Pigüé","226,5","28"
"6700070","BUENOS AIRES","Saavedra","Saavedra","8","30"
"6700070","BUENOS AIRES","Saavedra","Saavedra","30","1"
"6700070","BUENOS AIRES","Saavedra","Saavedra","226,5","9"
"6707010","BUENOS AIRES","Saladillo","Alvarez de Toledo","5","36"
"6707010","BUENOS AIRES","Saladillo","Alvarez de Toledo","10","34"
"6707010","BUENOS AIRES","Saladillo","Alvarez de Toledo","226,5","7"
"6707060","BUENOS AIRES","Saladillo","Blaquier","0","1"
"6707060","BUENOS AIRES","Saladillo","Blaquier","226,5","6"
"6707030","BUENOS AIRES","Saladillo","Cazón","5","40"
"6707030","BUENOS AIRES","Saladillo","Cazón","10","40"
"6707030","BUENOS AIRES","Saladillo","Cazón","226,5","9"
"6707040","BUENOS AIRES","Saladillo","Del Carril","35","80"
"6707040","BUENOS AIRES","Saladillo","Del Carril","55","10"
"6707040","BUENOS AIRES","Saladillo","Del Carril","100","10"
"6707040","BUENOS AIRES","Saladillo","Del Carril","226,5","3"
"6707050","BUENOS AIRES","Saladillo","Polvaredas","226,5","14"
"6707060","BUENOS AIRES","Saladillo","Saladillo","0","1"
"6707060","BUENOS AIRES","Saladillo","Saladillo","1","6"
"6707060","BUENOS AIRES","Saladillo","Saladillo","3","162"
"6707060","BUENOS AIRES","Saladillo","Saladillo","5","107"
"6707060","BUENOS AIRES","Saladillo","Saladillo","6","267"
"6707060","BUENOS AIRES","Saladillo","Saladillo","10","1.853"
"6707060","BUENOS AIRES","Saladillo","Saladillo","14","1"
"6707060","BUENOS AIRES","Saladillo","Saladillo","15","975"
"6707060","BUENOS AIRES","Saladillo","Saladillo","20","9"
"6707060","BUENOS AIRES","Saladillo","Saladillo","30","1"
"6707060","BUENOS AIRES","Saladillo","Saladillo","3,5","1"
"6707060","BUENOS AIRES","Saladillo","Saladillo","35","2.557"
"6707060","BUENOS AIRES","Saladillo","Saladillo","50","334"
"6707060","BUENOS AIRES","Saladillo","Saladillo","55","319"
"6707060","BUENOS AIRES","Saladillo","Saladillo","100","2.949"
"6707060","BUENOS AIRES","Saladillo","Saladillo","300","1.446"
"6707060","BUENOS AIRES","Saladillo","Saladillo","500","54"
"6707060","BUENOS AIRES","Saladillo","Saladillo","1000","10"
"6707060","BUENOS AIRES","Saladillo","Saladillo","226,5","187"
"6721010","BUENOS AIRES","Salliqueló","Quenumá","0","36"
"6721010","BUENOS AIRES","Salliqueló","Quenumá","226,5","4"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","0","1"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","3","4"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","0,5","2"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","5","2"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","6","5"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","9","1"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","10","17"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","15","57"
"6721020","BUENOS AIRES","Salliqueló","Salliqueló","226,5","26"
"6714010","BUENOS AIRES","Salto","Arroyo Dulce","3","256"
"6714010","BUENOS AIRES","Salto","Arroyo Dulce","5","8"
"6714010","BUENOS AIRES","Salto","Arroyo Dulce","10","294"
"6714010","BUENOS AIRES","Salto","Arroyo Dulce","20","76"
"6714010","BUENOS AIRES","Salto","Arroyo Dulce","30","2"
"6714010","BUENOS AIRES","Salto","Arroyo Dulce","226,5","12"
"6714020","BUENOS AIRES","Salto","Berdier","226,5","16"
"6714030","BUENOS AIRES","Salto","Gahan","1","181"
"6714030","BUENOS AIRES","Salto","Gahan","15","10"
"6714030","BUENOS AIRES","Salto","Gahan","226,5","7"
"6714040","BUENOS AIRES","Salto","Inés Indart","0","2"
"6714040","BUENOS AIRES","Salto","Inés Indart","3","188"
"6714040","BUENOS AIRES","Salto","Inés Indart","6","10"
"6714040","BUENOS AIRES","Salto","Inés Indart","10","6"
"6714040","BUENOS AIRES","Salto","Inés Indart","15","41"
"6714040","BUENOS AIRES","Salto","Inés Indart","226,5","11"
"6714050","BUENOS AIRES","Salto","La Invencible","15","28"
"6714050","BUENOS AIRES","Salto","La Invencible","226,5","8"
"6714060","BUENOS AIRES","Salto","Salto","0","3.820"
"6714060","BUENOS AIRES","Salto","Salto","1","7"
"6714060","BUENOS AIRES","Salto","Salto","3","19"
"6714060","BUENOS AIRES","Salto","Salto","5","3"
"6714060","BUENOS AIRES","Salto","Salto","6","18"
"6714060","BUENOS AIRES","Salto","Salto","10","85"
"6714060","BUENOS AIRES","Salto","Salto","15","831"
"6714060","BUENOS AIRES","Salto","Salto","20","5.239"
"6714060","BUENOS AIRES","Salto","Salto","25","1.406"
"6714060","BUENOS AIRES","Salto","Salto","30","276"
"6714060","BUENOS AIRES","Salto","Salto","50","206"
"6714060","BUENOS AIRES","Salto","Salto","100","91"
"6714060","BUENOS AIRES","Salto","Salto","226,5","122"
"6728010","BUENOS AIRES","San Andrés de Giles","Azcuénaga","3","54"
"6728010","BUENOS AIRES","San Andrés de Giles","Azcuénaga","4","59"
"6728010","BUENOS AIRES","San Andrés de Giles","Azcuénaga","6","2"
"6728010","BUENOS AIRES","San Andrés de Giles","Azcuénaga","8","1"
"6728010","BUENOS AIRES","San Andrés de Giles","Azcuénaga","226,5","31"
"6728020","BUENOS AIRES","San Andrés de Giles","Cucullú","3","98"
"6728020","BUENOS AIRES","San Andrés de Giles","Cucullú","5","16"
"6728020","BUENOS AIRES","San Andrés de Giles","Cucullú","6","36"
"6728020","BUENOS AIRES","San Andrés de Giles","Cucullú","10","31"
"6728020","BUENOS AIRES","San Andrés de Giles","Cucullú","20","2"
"6728020","BUENOS AIRES","San Andrés de Giles","Cucullú","25","59"
"6728020","BUENOS AIRES","San Andrés de Giles","Cucullú","226,5","12"
"6728030","BUENOS AIRES","San Andrés de Giles","Franklin","226,5","8"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","0","1"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","1","1"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","2","216"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","3","279"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","6","1.857"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","10","673"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","15","146"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","25","1.311"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","50","98"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","0,51","1"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","100","462"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","300","205"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","500","9"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","1000","1"
"6728040","BUENOS AIRES","San Andrés de Giles","San Andrés de Giles","226,5","95"
"6728050","BUENOS AIRES","San Andrés de Giles","Solís","3","131"
"6728050","BUENOS AIRES","San Andrés de Giles","Solís","0,5","1"
"6728050","BUENOS AIRES","San Andrés de Giles","Solís","5","21"
"6728050","BUENOS AIRES","San Andrés de Giles","Solís","10","261"
"6728050","BUENOS AIRES","San Andrés de Giles","Solís","20","1"
"6728050","BUENOS AIRES","San Andrés de Giles","Solís","226,5","27"
"6728060","BUENOS AIRES","San Andrés de Giles","Villa Espil","3","104"
"6728060","BUENOS AIRES","San Andrés de Giles","Villa Espil","30","12"
"6728060","BUENOS AIRES","San Andrés de Giles","Villa Espil","50","1"
"6728060","BUENOS AIRES","San Andrés de Giles","Villa Espil","226,5","19"
"6728070","BUENOS AIRES","San Andrés de Giles","Villa Ruiz","3","86"
"6728070","BUENOS AIRES","San Andrés de Giles","Villa Ruiz","6","20"
"6728070","BUENOS AIRES","San Andrés de Giles","Villa Ruiz","10","29"
"6728070","BUENOS AIRES","San Andrés de Giles","Villa Ruiz","15","6"
"6728070","BUENOS AIRES","San Andrés de Giles","Villa Ruiz","25","91"
"6728070","BUENOS AIRES","San Andrés de Giles","Villa Ruiz","30","38"
"6728070","BUENOS AIRES","San Andrés de Giles","Villa Ruiz","226,5","40"
"6735010","BUENOS AIRES","San Antonio de Areco","Duggan","3","278"
"6735010","BUENOS AIRES","San Antonio de Areco","Duggan","10","182"
"6735010","BUENOS AIRES","San Antonio de Areco","Duggan","15","24"
"6735010","BUENOS AIRES","San Antonio de Areco","Duggan","20","25"
"6735010","BUENOS AIRES","San Antonio de Areco","Duggan","226,5","22"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","0","2"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","1","6"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","3","2.264"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","0,5","1"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","5","1"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","6","83"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","10","206"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","14","2"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","15","360"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","30","1"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","50","170"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","100","2.828"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","300","2.205"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","500","108"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","1000","25"
"6735020","BUENOS AIRES","San Antonio de Areco","San Antonio de Areco","226,5","142"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","1","37"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","2","43"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","3","132"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","6","9"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","10","199"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","20","105"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","50","58"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","226,5","22"
"6742010","BUENOS AIRES","San Cayetano","Balneario San Cayetano","3","2"
"6742010","BUENOS AIRES","San Cayetano","Balneario San Cayetano","10","114"
"6742010","BUENOS AIRES","San Cayetano","Balneario San Cayetano","15","61"
"6742010","BUENOS AIRES","San Cayetano","Balneario San Cayetano","25","2"
"6742010","BUENOS AIRES","San Cayetano","Balneario San Cayetano","226,5","26"
"6742020","BUENOS AIRES","San Cayetano","Ochandío","3","14"
"6742020","BUENOS AIRES","San Cayetano","Ochandío","4","1"
"6742020","BUENOS AIRES","San Cayetano","Ochandío","226,5","15"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","0","2"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","2","76"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","3","57"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","6","1"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","8","262"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","10","783"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","11","569"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","15","94"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","20","365"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","30","293"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","50","3"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","226,5","46"
"6749010","BUENOS AIRES","San Fernando","San Fernando","0","3"
"6749010","BUENOS AIRES","San Fernando","San Fernando","1","43"
"6749010","BUENOS AIRES","San Fernando","San Fernando","2","1"
"6749010","BUENOS AIRES","San Fernando","San Fernando","3","112"
"6749010","BUENOS AIRES","San Fernando","San Fernando","4","37"
"6749010","BUENOS AIRES","San Fernando","San Fernando","5","1"
"6749010","BUENOS AIRES","San Fernando","San Fernando","6","197"
"6749010","BUENOS AIRES","San Fernando","San Fernando","8","47"
"6749010","BUENOS AIRES","San Fernando","San Fernando","10","277"
"6749010","BUENOS AIRES","San Fernando","San Fernando","15","14"
"6749010","BUENOS AIRES","San Fernando","San Fernando","20","43"
"6749010","BUENOS AIRES","San Fernando","San Fernando","0,26","2"
"6749010","BUENOS AIRES","San Fernando","San Fernando","30","17"
"6749010","BUENOS AIRES","San Fernando","San Fernando","3,5","7"
"6749010","BUENOS AIRES","San Fernando","San Fernando","46","2"
"6749010","BUENOS AIRES","San Fernando","San Fernando","50","3.031"
"6749010","BUENOS AIRES","San Fernando","San Fernando","0,75","2"
"6749010","BUENOS AIRES","San Fernando","San Fernando","99","102"
"6749010","BUENOS AIRES","San Fernando","San Fernando","100","9.094"
"6749010","BUENOS AIRES","San Fernando","San Fernando","101","41"
"6749010","BUENOS AIRES","San Fernando","San Fernando","200","181"
"6749010","BUENOS AIRES","San Fernando","San Fernando","300","10.996"
"6749010","BUENOS AIRES","San Fernando","San Fernando","302","12"
"6749010","BUENOS AIRES","San Fernando","San Fernando","400","46"
"6749010","BUENOS AIRES","San Fernando","San Fernando","499","2.878"
"6749010","BUENOS AIRES","San Fernando","San Fernando","500","820"
"6749010","BUENOS AIRES","San Fernando","San Fernando","600","753"
"6749010","BUENOS AIRES","San Fernando","San Fernando","700","20"
"6749010","BUENOS AIRES","San Fernando","San Fernando","800","98"
"6749010","BUENOS AIRES","San Fernando","San Fernando","940","443"
"6749010","BUENOS AIRES","San Fernando","San Fernando","999","157"
"6749010","BUENOS AIRES","San Fernando","San Fernando","1000","521"
"6749010","BUENOS AIRES","San Fernando","San Fernando","226,5","291"
"6749010","BUENOS AIRES","San Fernando","Victoria","0","3"
"6749010","BUENOS AIRES","San Fernando","Victoria","1","80"
"6749010","BUENOS AIRES","San Fernando","Victoria","2","1"
"6749010","BUENOS AIRES","San Fernando","Victoria","3","106"
"6749010","BUENOS AIRES","San Fernando","Victoria","0,5","4"
"6749010","BUENOS AIRES","San Fernando","Victoria","6","34"
"6749010","BUENOS AIRES","San Fernando","Victoria","8","1"
"6749010","BUENOS AIRES","San Fernando","Victoria","10","52"
"6749010","BUENOS AIRES","San Fernando","Victoria","15","9"
"6749010","BUENOS AIRES","San Fernando","Victoria","20","23"
"6749010","BUENOS AIRES","San Fernando","Victoria","30","17"
"6749010","BUENOS AIRES","San Fernando","Victoria","3,5","3"
"6749010","BUENOS AIRES","San Fernando","Victoria","50","1.687"
"6749010","BUENOS AIRES","San Fernando","Victoria","0,75","1"
"6749010","BUENOS AIRES","San Fernando","Victoria","99","66"
"6749010","BUENOS AIRES","San Fernando","Victoria","100","6.593"
"6749010","BUENOS AIRES","San Fernando","Victoria","200","23"
"6749010","BUENOS AIRES","San Fernando","Victoria","300","6.700"
"6749010","BUENOS AIRES","San Fernando","Victoria","499","1.444"
"6749010","BUENOS AIRES","San Fernando","Victoria","500","627"
"6749010","BUENOS AIRES","San Fernando","Victoria","600","102"
"6749010","BUENOS AIRES","San Fernando","Victoria","999","85"
"6749010","BUENOS AIRES","San Fernando","Victoria","1000","418"
"6749010","BUENOS AIRES","San Fernando","Victoria","226,5","42"
"6749010","BUENOS AIRES","San Fernando","Virreyes","1","8"
"6749010","BUENOS AIRES","San Fernando","Virreyes","3","9"
"6749010","BUENOS AIRES","San Fernando","Virreyes","6","11"
"6749010","BUENOS AIRES","San Fernando","Virreyes","8","2"
"6749010","BUENOS AIRES","San Fernando","Virreyes","10","28"
"6749010","BUENOS AIRES","San Fernando","Virreyes","15","2"
"6749010","BUENOS AIRES","San Fernando","Virreyes","20","9"
"6749010","BUENOS AIRES","San Fernando","Virreyes","30","1"
"6749010","BUENOS AIRES","San Fernando","Virreyes","50","2.090"
"6749010","BUENOS AIRES","San Fernando","Virreyes","0,75","1"
"6749010","BUENOS AIRES","San Fernando","Virreyes","99","61"
"6749010","BUENOS AIRES","San Fernando","Virreyes","100","3.340"
"6749010","BUENOS AIRES","San Fernando","Virreyes","200","33"
"6749010","BUENOS AIRES","San Fernando","Virreyes","300","3.018"
"6749010","BUENOS AIRES","San Fernando","Virreyes","499","2.164"
"6749010","BUENOS AIRES","San Fernando","Virreyes","500","213"
"6749010","BUENOS AIRES","San Fernando","Virreyes","600","176"
"6749010","BUENOS AIRES","San Fernando","Virreyes","999","139"
"6749010","BUENOS AIRES","San Fernando","Virreyes","1000","240"
"6749010","BUENOS AIRES","San Fernando","Virreyes","226,5","44"
"6756010","BUENOS AIRES","San Isidro","Acassuso","1","13"
"6756010","BUENOS AIRES","San Isidro","Acassuso","3","7"
"6756010","BUENOS AIRES","San Isidro","Acassuso","5","1"
"6756010","BUENOS AIRES","San Isidro","Acassuso","6","10"
"6756010","BUENOS AIRES","San Isidro","Acassuso","8","3"
"6756010","BUENOS AIRES","San Isidro","Acassuso","10","32"
"6756010","BUENOS AIRES","San Isidro","Acassuso","15","6"
"6756010","BUENOS AIRES","San Isidro","Acassuso","20","25"
"6756010","BUENOS AIRES","San Isidro","Acassuso","0,26","1"
"6756010","BUENOS AIRES","San Isidro","Acassuso","30","10"
"6756010","BUENOS AIRES","San Isidro","Acassuso","3,5","3"
"6756010","BUENOS AIRES","San Isidro","Acassuso","50","332"
"6756010","BUENOS AIRES","San Isidro","Acassuso","0,51","1"
"6756010","BUENOS AIRES","San Isidro","Acassuso","99","9"
"6756010","BUENOS AIRES","San Isidro","Acassuso","100","1.943"
"6756010","BUENOS AIRES","San Isidro","Acassuso","200","1"
"6756010","BUENOS AIRES","San Isidro","Acassuso","300","2.432"
"6756010","BUENOS AIRES","San Isidro","Acassuso","499","425"
"6756010","BUENOS AIRES","San Isidro","Acassuso","500","360"
"6756010","BUENOS AIRES","San Isidro","Acassuso","600","50"
"6756010","BUENOS AIRES","San Isidro","Acassuso","999","35"
"6756010","BUENOS AIRES","San Isidro","Acassuso","1000","303"
"6756010","BUENOS AIRES","San Isidro","Acassuso","226,5","96"
"6756010","BUENOS AIRES","San Isidro","Beccar","0","2"
"6756010","BUENOS AIRES","San Isidro","Beccar","1","27"
"6756010","BUENOS AIRES","San Isidro","Beccar","2","3"
"6756010","BUENOS AIRES","San Isidro","Beccar","3","122"
"6756010","BUENOS AIRES","San Isidro","Beccar","5","2"
"6756010","BUENOS AIRES","San Isidro","Beccar","6","206"
"6756010","BUENOS AIRES","San Isidro","Beccar","8","6"
"6756010","BUENOS AIRES","San Isidro","Beccar","10","149"
"6756010","BUENOS AIRES","San Isidro","Beccar","12","74"
"6756010","BUENOS AIRES","San Isidro","Beccar","15","18"
"6756010","BUENOS AIRES","San Isidro","Beccar","20","168"
"6756010","BUENOS AIRES","San Isidro","Beccar","25","14"
"6756010","BUENOS AIRES","San Isidro","Beccar","30","29"
"6756010","BUENOS AIRES","San Isidro","Beccar","3,5","4"
"6756010","BUENOS AIRES","San Isidro","Beccar","50","1.061"
"6756010","BUENOS AIRES","San Isidro","Beccar","0,75","1"
"6756010","BUENOS AIRES","San Isidro","Beccar","99","80"
"6756010","BUENOS AIRES","San Isidro","Beccar","100","5.222"
"6756010","BUENOS AIRES","San Isidro","Beccar","200","44"
"6756010","BUENOS AIRES","San Isidro","Beccar","300","6.338"
"6756010","BUENOS AIRES","San Isidro","Beccar","499","2.526"
"6756010","BUENOS AIRES","San Isidro","Beccar","500","836"
"6756010","BUENOS AIRES","San Isidro","Beccar","600","129"
"6756010","BUENOS AIRES","San Isidro","Beccar","999","143"
"6756010","BUENOS AIRES","San Isidro","Beccar","1000","662"
"6756010","BUENOS AIRES","San Isidro","Beccar","226,5","67"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","0","10"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","1","22"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","2","2"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","3","35"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","0,5","6"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","5","2"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","6","125"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","8","18"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","10","102"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","15","7"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","20","27"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","25","2"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","30","24"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","3,5","15"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","50","1.985"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","99","127"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","100","7.317"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","101","5"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","200","87"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","300","9.567"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","302","11"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","400","43"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","499","3.998"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","500","965"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","600","713"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","700","13"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","800","83"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","940","553"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","999","255"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","1000","840"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","226,5","50"
"6756010","BUENOS AIRES","San Isidro","Martínez","0","17"
"6756010","BUENOS AIRES","San Isidro","Martínez","1","83"
"6756010","BUENOS AIRES","San Isidro","Martínez","2","2"
"6756010","BUENOS AIRES","San Isidro","Martínez","3","58"
"6756010","BUENOS AIRES","San Isidro","Martínez","0,5","5"
"6756010","BUENOS AIRES","San Isidro","Martínez","5","5"
"6756010","BUENOS AIRES","San Isidro","Martínez","6","105"
"6756010","BUENOS AIRES","San Isidro","Martínez","8","29"
"6756010","BUENOS AIRES","San Isidro","Martínez","10","222"
"6756010","BUENOS AIRES","San Isidro","Martínez","15","31"
"6756010","BUENOS AIRES","San Isidro","Martínez","20","128"
"6756010","BUENOS AIRES","San Isidro","Martínez","30","81"
"6756010","BUENOS AIRES","San Isidro","Martínez","3,5","23"
"6756010","BUENOS AIRES","San Isidro","Martínez","46","2"
"6756010","BUENOS AIRES","San Isidro","Martínez","50","2.258"
"6756010","BUENOS AIRES","San Isidro","Martínez","0,51","1"
"6756010","BUENOS AIRES","San Isidro","Martínez","0,75","2"
"6756010","BUENOS AIRES","San Isidro","Martínez","99","84"
"6756010","BUENOS AIRES","San Isidro","Martínez","100","9.399"
"6756010","BUENOS AIRES","San Isidro","Martínez","101","19"
"6756010","BUENOS AIRES","San Isidro","Martínez","200","33"
"6756010","BUENOS AIRES","San Isidro","Martínez","300","12.651"
"6756010","BUENOS AIRES","San Isidro","Martínez","302","93"
"6756010","BUENOS AIRES","San Isidro","Martínez","400","50"
"6756010","BUENOS AIRES","San Isidro","Martínez","499","2.178"
"6756010","BUENOS AIRES","San Isidro","Martínez","500","1.583"
"6756010","BUENOS AIRES","San Isidro","Martínez","600","685"
"6756010","BUENOS AIRES","San Isidro","Martínez","700","25"
"6756010","BUENOS AIRES","San Isidro","Martínez","800","98"
"6756010","BUENOS AIRES","San Isidro","Martínez","940","675"
"6756010","BUENOS AIRES","San Isidro","Martínez","999","152"
"6756010","BUENOS AIRES","San Isidro","Martínez","1000","1.120"
"6756010","BUENOS AIRES","San Isidro","Martínez","226,5","32"
"6756010","BUENOS AIRES","San Isidro","San Isidro","0","18"
"6756010","BUENOS AIRES","San Isidro","San Isidro","1","42"
"6756010","BUENOS AIRES","San Isidro","San Isidro","3","29"
"6756010","BUENOS AIRES","San Isidro","San Isidro","0,5","3"
"6756010","BUENOS AIRES","San Isidro","San Isidro","5","4"
"6756010","BUENOS AIRES","San Isidro","San Isidro","6","40"
"6756010","BUENOS AIRES","San Isidro","San Isidro","8","21"
"6756010","BUENOS AIRES","San Isidro","San Isidro","10","128"
"6756010","BUENOS AIRES","San Isidro","San Isidro","15","12"
"6756010","BUENOS AIRES","San Isidro","San Isidro","20","88"
"6756010","BUENOS AIRES","San Isidro","San Isidro","0,26","1"
"6756010","BUENOS AIRES","San Isidro","San Isidro","30","53"
"6756010","BUENOS AIRES","San Isidro","San Isidro","3,5","17"
"6756010","BUENOS AIRES","San Isidro","San Isidro","50","1.233"
"6756010","BUENOS AIRES","San Isidro","San Isidro","0,75","1"
"6756010","BUENOS AIRES","San Isidro","San Isidro","99","94"
"6756010","BUENOS AIRES","San Isidro","San Isidro","100","7.863"
"6756010","BUENOS AIRES","San Isidro","San Isidro","200","21"
"6756010","BUENOS AIRES","San Isidro","San Isidro","300","10.261"
"6756010","BUENOS AIRES","San Isidro","San Isidro","400","23"
"6756010","BUENOS AIRES","San Isidro","San Isidro","499","1.918"
"6756010","BUENOS AIRES","San Isidro","San Isidro","500","1.127"
"6756010","BUENOS AIRES","San Isidro","San Isidro","600","214"
"6756010","BUENOS AIRES","San Isidro","San Isidro","700","1"
"6756010","BUENOS AIRES","San Isidro","San Isidro","800","27"
"6756010","BUENOS AIRES","San Isidro","San Isidro","940","197"
"6756010","BUENOS AIRES","San Isidro","San Isidro","999","98"
