"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"10021010","CATAMARCA","Andalgalá","Alto De Las Juntas","SATELITAL","17"
"10021010","CATAMARCA","Andalgalá","Amanao","SATELITAL","3"
"10021020","CATAMARCA","Andalgalá","Andalgalá","ADSL","518"
"10021020","CATAMARCA","Andalgalá","Andalgalá","FIBRA OPTICA","144"
"10021020","CATAMARCA","Andalgalá","Andalgalá","SATELITAL","116"
"10021020","CATAMARCA","Andalgalá","Andalgalá","WIRELESS","203"
"10021010","CATAMARCA","Andalgalá","Buena Vista","SATELITAL","4"
"10021030","CATAMARCA","Andalgalá","Chaquiago","FIBRA OPTICA","9"
"10021030","CATAMARCA","Andalgalá","Chaquiago","SATELITAL","12"
"10021030","CATAMARCA","Andalgalá","Chaquiago","WIRELESS","14"
"10021040","CATAMARCA","Andalgalá","Choya","SATELITAL","7"
"10021050","CATAMARCA","Andalgalá","El Alamito","WIRELESS","20"
"10021070","CATAMARCA","Andalgalá","El Potrero","FIBRA OPTICA","14"
"10021070","CATAMARCA","Andalgalá","El Potrero","SATELITAL","8"
"10021080","CATAMARCA","Andalgalá","La Aguada","FIBRA OPTICA","11"
"10021080","CATAMARCA","Andalgalá","La Aguada","SATELITAL","2"
"10021080","CATAMARCA","Andalgalá","La Aguada","WIRELESS","5"
"10028010","CATAMARCA","Antofagasta de la Sierra","Antofagasta de la Sierra","SATELITAL","131"
"10028020","CATAMARCA","Antofagasta de la Sierra","Antofalla","SATELITAL","16"
"10028030","CATAMARCA","Antofagasta de la Sierra","El Peñón","SATELITAL","49"
"10028040","CATAMARCA","Antofagasta de la Sierra","Los Nacimientos","SATELITAL","57"
"10035010","CATAMARCA","Belén","Barranca Larga","SATELITAL","52"
"10035020","CATAMARCA","Belén","Belén","SATELITAL","239"
"10035020","CATAMARCA","Belén","Belén","WIRELESS","30"
"10035030","CATAMARCA","Belén","Cóndor Huasi","SATELITAL","3"
"10035040","CATAMARCA","Belén","Corral Quemado","SATELITAL","2"
"10035050","CATAMARCA","Belén","El Durazno","SATELITAL","7"
"10035060","CATAMARCA","Belén","Farallón Negro","SATELITAL","4"
"10035070","CATAMARCA","Belén","Hualfín","SATELITAL","21"
"10035090","CATAMARCA","Belén","La Puntilla","SATELITAL","15"
"10035100","CATAMARCA","Belén","Las Juntas","SATELITAL","12"
"10035100","CATAMARCA","Belén","Las Juntas","WIRELESS","5"
"10035110","CATAMARCA","Belén","Londres","SATELITAL","52"
"10035110","CATAMARCA","Belén","Londres","WIRELESS","20"
"10035120","CATAMARCA","Belén","Los Nacimientos","SATELITAL","1"
"10035130","CATAMARCA","Belén","Puerta de Corral Quemado","SATELITAL","4"
"10035140","CATAMARCA","Belén","Puerta de San José","SATELITAL","13"
"10035150","CATAMARCA","Belén","Villa Vil","SATELITAL","7"
"10042010","CATAMARCA","Capayán","Adolfo E. Carranza","SATELITAL","3"
"10042020","CATAMARCA","Capayán","Balde de la Punta","SATELITAL","2"
"10042030","CATAMARCA","Capayán","Capayán","SATELITAL","3"
"10042040","CATAMARCA","Capayán","Chumbicha","ADSL","56"
"10042040","CATAMARCA","Capayán","Chumbicha","FIBRA OPTICA","5"
"10042040","CATAMARCA","Capayán","Chumbicha","SATELITAL","6"
"10042040","CATAMARCA","Capayán","Chumbicha","WIRELESS","474"
"10042050","CATAMARCA","Capayán","Colonia del Valle","SATELITAL","9"
"10042060","CATAMARCA","Capayán","Colonia Nueva Coneta","FIBRA OPTICA","8"
"10042060","CATAMARCA","Capayán","Colonia Nueva Coneta","SATELITAL","21"
"10042060","CATAMARCA","Capayán","Colonia Nueva Coneta","WIRELESS","9"
"10042070","CATAMARCA","Capayán","Concepción","SATELITAL","6"
"10042080","CATAMARCA","Capayán","Coneta","FIBRA OPTICA","10"
"10042080","CATAMARCA","Capayán","Coneta","SATELITAL","10"
"10042090","CATAMARCA","Capayán","El Bañado","SATELITAL","12"
"10042100","CATAMARCA","Capayán","Huillapima","FIBRA OPTICA","5"
"10042100","CATAMARCA","Capayán","Huillapima","SATELITAL","12"
"10042100","CATAMARCA","Capayán","Huillapima","WIRELESS","9"
"10042110","CATAMARCA","Capayán","Los Angeles","SATELITAL","16"
"10042110","CATAMARCA","Capayán","Los Angeles","WIRELESS","5"
"10042020","CATAMARCA","Capayán","Los Angeles Sur","SATELITAL","1"
"10042120","CATAMARCA","Capayán","Miraflores","FIBRA OPTICA","7"
"10042120","CATAMARCA","Capayán","Miraflores","SATELITAL","9"
"10042120","CATAMARCA","Capayán","Miraflores","WIRELESS","10"
"10042130","CATAMARCA","Capayán","San Martín","SATELITAL","8"
"10042140","CATAMARCA","Capayán","San Pablo","SATELITAL","5"
"10042150","CATAMARCA","Capayán","San Pedro","SATELITAL","12"
"10049020","CATAMARCA","Capital","Barrio Bancario","SATELITAL","246"
"10049020","CATAMARCA","Capital","El Pantanillo","ADSL","1"
"10049020","CATAMARCA","Capital","El Pantanillo","CABLEMODEM","3"
"10049020","CATAMARCA","Capital","El Pantanillo","FIBRA OPTICA","33"
"10049020","CATAMARCA","Capital","El Pantanillo","SATELITAL","16"
"10049030","CATAMARCA","Capital","San Fernando del Valle de Catamarca","ADSL","1.337"
"10049030","CATAMARCA","Capital","San Fernando del Valle de Catamarca","CABLEMODEM","8.389"
"10049030","CATAMARCA","Capital","San Fernando del Valle de Catamarca","FIBRA OPTICA","52.726"
"10049030","CATAMARCA","Capital","San Fernando del Valle de Catamarca","SATELITAL","41"
"10049030","CATAMARCA","Capital","San Fernando del Valle de Catamarca","WIRELESS","14"
"10056010","CATAMARCA","El Alto","El Alto","SATELITAL","39"
"10056010","CATAMARCA","El Alto","El Alto","WIRELESS","28"
"10056020","CATAMARCA","El Alto","Guayamba","SATELITAL","65"
"10056030","CATAMARCA","El Alto","Infanzón","SATELITAL","8"
"10056040","CATAMARCA","El Alto","Los Corrales","SATELITAL","5"
"10056050","CATAMARCA","El Alto","Tapso","SATELITAL","9"
"10056060","CATAMARCA","El Alto","Vilismán","SATELITAL","19"
"10063010","CATAMARCA","Fray Mamerto Esquiú","Collagasta","CABLEMODEM","8"
"10063050","CATAMARCA","Fray Mamerto Esquiú","El Hueco","FIBRA OPTICA","26"
"10063050","CATAMARCA","Fray Mamerto Esquiú","El Hueco","SATELITAL","5"
"10063050","CATAMARCA","Fray Mamerto Esquiú","La Carrera","SATELITAL","12"
"10063050","CATAMARCA","Fray Mamerto Esquiú","La Falda De San Antonio","SATELITAL","10"
"10063050","CATAMARCA","Fray Mamerto Esquiú","La Falda De San Antonio","WIRELESS","5"
"10063050","CATAMARCA","Fray Mamerto Esquiú","La Tercena","SATELITAL","2"
"10063050","CATAMARCA","Fray Mamerto Esquiú","La Tercena","WIRELESS","5"
"10063020","CATAMARCA","Fray Mamerto Esquiú","Pomancillo Este","SATELITAL","12"
"10063030","CATAMARCA","Fray Mamerto Esquiú","Pomancillo Oeste","SATELITAL","4"
"10063050","CATAMARCA","Fray Mamerto Esquiú","San Antonio","FIBRA OPTICA","4"
"10063050","CATAMARCA","Fray Mamerto Esquiú","San Antonio","SATELITAL","9"
"10063040","CATAMARCA","Fray Mamerto Esquiú","San José","SATELITAL","4"
"10063050","CATAMARCA","Fray Mamerto Esquiú","Villa Las Pirquitas","SATELITAL","7"
"10070010","CATAMARCA","La Paz","Casa de Piedra","SATELITAL","3"
"10070020","CATAMARCA","La Paz","El Aybal","SATELITAL","3"
"10070030","CATAMARCA","La Paz","El Bañado","SATELITAL","3"
"10070040","CATAMARCA","La Paz","El Divisadero","SATELITAL","6"
"10070050","CATAMARCA","La Paz","El Quimilo","SATELITAL","11"
"10070060","CATAMARCA","La Paz","Esquiú","SATELITAL","3"
"10070070","CATAMARCA","La Paz","Icaño","SATELITAL","54"
"10070080","CATAMARCA","La Paz","La Dorada","SATELITAL","2"
"10070090","CATAMARCA","La Paz","La Guardia","SATELITAL","4"
"10070100","CATAMARCA","La Paz","Las Esquinas","SATELITAL","6"
"10070120","CATAMARCA","La Paz","Quirós","SATELITAL","3"
"10070120","CATAMARCA","La Paz","Quirós","WIRELESS","27"
"10070130","CATAMARCA","La Paz","Ramblones","SATELITAL","3"
"10070140","CATAMARCA","La Paz","Recreo","ADSL","18"
"10070140","CATAMARCA","La Paz","Recreo","CABLEMODEM","47"
"10070140","CATAMARCA","La Paz","Recreo","FIBRA OPTICA","1.959"
"10070140","CATAMARCA","La Paz","Recreo","SATELITAL","34"
"10070140","CATAMARCA","La Paz","Recreo","WIRELESS","5"
"10070150","CATAMARCA","La Paz","San Antonio","SATELITAL","19"
"10070150","CATAMARCA","La Paz","San Antonio","WIRELESS","26"
"10077010","CATAMARCA","Paclín","Amadores","SATELITAL","9"
"10077020","CATAMARCA","Paclín","El Rosario","SATELITAL","5"
"10077030","CATAMARCA","Paclín","La Bajada","SATELITAL","3"
"10077040","CATAMARCA","Paclín","La Higuera","SATELITAL","25"
"10077050","CATAMARCA","Paclín","La Merced","ADSL","45"
"10077050","CATAMARCA","Paclín","La Merced","SATELITAL","16"
"10077050","CATAMARCA","Paclín","La Merced","WIRELESS","5"
"10077070","CATAMARCA","Paclín","Las Lajas","SATELITAL","18"
"10077060","CATAMARCA","Paclín","La Viña","FIBRA OPTICA","1"
"10077060","CATAMARCA","Paclín","La Viña","SATELITAL","6"
"10077060","CATAMARCA","Paclín","La Viña","WIRELESS","10"
"10077080","CATAMARCA","Paclín","Monte Potrero","SATELITAL","2"
"10077090","CATAMARCA","Paclín","Palo Labrado","SATELITAL","3"
"10077100","CATAMARCA","Paclín","San Antonio","SATELITAL","48"
"10077100","CATAMARCA","Paclín","San Antonio","WIRELESS","7"
"10077110","CATAMARCA","Paclín","Villa de Balcozna","SATELITAL","104"
"10084010","CATAMARCA","Pomán","Apoyaco","SATELITAL","1"
"10084020","CATAMARCA","Pomán","Colana","SATELITAL","4"
"10084030","CATAMARCA","Pomán","Colpes","SATELITAL","4"
"10084030","CATAMARCA","Pomán","Colpes","WIRELESS","16"
"10084040","CATAMARCA","Pomán","El Pajonal  (Est. Pomán)","SATELITAL","5"
"10084050","CATAMARCA","Pomán","Joyango","SATELITAL","1"
"10084060","CATAMARCA","Pomán","Mutquin","SATELITAL","6"
"10084070","CATAMARCA","Pomán","Pomán","SATELITAL","37"
"10084080","CATAMARCA","Pomán","Rincón","SATELITAL","10"
"10084090","CATAMARCA","Pomán","San Miguel","SATELITAL","7"
"10084090","CATAMARCA","Pomán","San Miguel","WIRELESS","7"
"10084100","CATAMARCA","Pomán","Saujil","SATELITAL","41"
"10084100","CATAMARCA","Pomán","Saujil","WIRELESS","169"
"10084110","CATAMARCA","Pomán","Siján","SATELITAL","18"
"10091020","CATAMARCA","Santa María","Caspichango","SATELITAL","1"
"10091030","CATAMARCA","Santa María","Chañar Punco","ADSL","34"
"10091030","CATAMARCA","Santa María","Chañar Punco","FIBRA OPTICA","137"
"10091030","CATAMARCA","Santa María","Chañar Punco","SATELITAL","4"
"10091040","CATAMARCA","Santa María","El Cajón","SATELITAL","2"
"10091040","CATAMARCA","Santa María","El Cerrito","SATELITAL","32"
"10091060","CATAMARCA","Santa María","El Puesto","SATELITAL","1"
"10091070","CATAMARCA","Santa María","Famatanca","ADSL","45"
"10091070","CATAMARCA","Santa María","Famatanca","SATELITAL","5"
"10091080","CATAMARCA","Santa María","Fuerte Quemado","SATELITAL","4"
"10091090","CATAMARCA","Santa María","La Hoyada","SATELITAL","2"
"10091100","CATAMARCA","Santa María","La Loma","ADSL","75"
"10091100","CATAMARCA","Santa María","La Loma","FIBRA OPTICA","73"
"10091100","CATAMARCA","Santa María","La Loma","SATELITAL","1"
"10091040","CATAMARCA","Santa María","Lampacito","SATELITAL","4"
"10091040","CATAMARCA","Santa María","La Puntilla","SATELITAL","1"
"10091110","CATAMARCA","Santa María","Las Mojarras","ADSL","47"
"10091110","CATAMARCA","Santa María","Las Mojarras","FIBRA OPTICA","107"
"10091120","CATAMARCA","Santa María","Loro Huasi","ADSL","107"
"10091120","CATAMARCA","Santa María","Loro Huasi","FIBRA OPTICA","95"
"10091130","CATAMARCA","Santa María","Punta de Balasto","SATELITAL","3"
"10091140","CATAMARCA","Santa María","San José","ADSL","126"
"10091140","CATAMARCA","Santa María","San José","FIBRA OPTICA","138"
"10091140","CATAMARCA","Santa María","San José","SATELITAL","1"
"10091150","CATAMARCA","Santa María","Santa María","ADSL","925"
"10091150","CATAMARCA","Santa María","Santa María","FIBRA OPTICA","823"
"10091150","CATAMARCA","Santa María","Santa María","SATELITAL","7"
"10091150","CATAMARCA","Santa María","Santa María","WIRELESS","5"
"10091160","CATAMARCA","Santa María","Yapes","SATELITAL","1"
"10098010","CATAMARCA","Santa Rosa","Alijilán","SATELITAL","7"
"10098020","CATAMARCA","Santa Rosa","Bañado de Ovanta","SATELITAL","6"
"10098030","CATAMARCA","Santa Rosa","Las Cañas","SATELITAL","3"
"10098040","CATAMARCA","Santa Rosa","Lavalle","SATELITAL","7"
"10098050","CATAMARCA","Santa Rosa","Los Altos","SATELITAL","11"
"10098050","CATAMARCA","Santa Rosa","Los Altos","WIRELESS","6"
"10098070","CATAMARCA","Santa Rosa","San Pedro","SATELITAL","2"
"10105010","CATAMARCA","Tinogasta","Anillaco","SATELITAL","1"
"10105020","CATAMARCA","Tinogasta","Antinaco","SATELITAL","2"
"10105040","CATAMARCA","Tinogasta","Cerro Negro","SATELITAL","1"
"10105050","CATAMARCA","Tinogasta","Copacabana","SATELITAL","8"
"10105060","CATAMARCA","Tinogasta","Cordobita","SATELITAL","1"
"10105070","CATAMARCA","Tinogasta","Costa de Reyes","SATELITAL","1"
"10105090","CATAMARCA","Tinogasta","El Puesto","SATELITAL","5"
"10105100","CATAMARCA","Tinogasta","El Salado","SATELITAL","2"
"10105110","CATAMARCA","Tinogasta","Fiambalá","FIBRA OPTICA","8"
"10105110","CATAMARCA","Tinogasta","Fiambalá","SATELITAL","222"
"10105110","CATAMARCA","Tinogasta","Fiambalá","WIRELESS","7"
"10105080","CATAMARCA","Tinogasta","La Ramadita","SATELITAL","28"
"10105130","CATAMARCA","Tinogasta","Medanitos","SATELITAL","21"
"10105140","CATAMARCA","Tinogasta","Palo Blanco","SATELITAL","43"
"10105080","CATAMARCA","Tinogasta","Pampa Blanca","SATELITAL","3"
"10105150","CATAMARCA","Tinogasta","Punta del Agua","SATELITAL","11"
"10105160","CATAMARCA","Tinogasta","Saujil","SATELITAL","10"
"10105170","CATAMARCA","Tinogasta","Tatón","SATELITAL","9"
"10105180","CATAMARCA","Tinogasta","Tinogasta","ADSL","354"
"10105180","CATAMARCA","Tinogasta","Tinogasta","FIBRA OPTICA","1.828"
"10105180","CATAMARCA","Tinogasta","Tinogasta","SATELITAL","78"
"10112030","CATAMARCA","Valle Viejo","El Bañado","FIBRA OPTICA","7"
"10112030","CATAMARCA","Valle Viejo","El Bañado","SATELITAL","20"
"10112010","CATAMARCA","Valle Viejo","El Portezuelo","SATELITAL","7"
"10112020","CATAMARCA","Valle Viejo","Huaycama","SATELITAL","12"
"10112030","CATAMARCA","Valle Viejo","Las Tejas","SATELITAL","14"
"10112030","CATAMARCA","Valle Viejo","Polcos","FIBRA OPTICA","213"
"10112030","CATAMARCA","Valle Viejo","Polcos","SATELITAL","5"
"10112030","CATAMARCA","Valle Viejo","Pozo Del Mistol","FIBRA OPTICA","18"
"10112030","CATAMARCA","Valle Viejo","Pozo Del Mistol","SATELITAL","2"
"10112040","CATAMARCA","Valle Viejo","San Isidro","CABLEMODEM","623"
"10112040","CATAMARCA","Valle Viejo","San Isidro","FIBRA OPTICA","2.416"
"10112040","CATAMARCA","Valle Viejo","San Isidro","SATELITAL","7"
"10112040","CATAMARCA","Valle Viejo","San Isidro","WIRELESS","5"
"10112050","CATAMARCA","Valle Viejo","Santa Cruz","SATELITAL","12"
"10112030","CATAMARCA","Valle Viejo","Santa Rosa","FIBRA OPTICA","759"
"10112030","CATAMARCA","Valle Viejo","Santa Rosa","SATELITAL","12"
"10112030","CATAMARCA","Valle Viejo","Santa Rosa","WIRELESS","5"
"10112030","CATAMARCA","Valle Viejo","Sumalao","FIBRA OPTICA","1"
"10112030","CATAMARCA","Valle Viejo","Sumalao","SATELITAL","22"
"10112030","CATAMARCA","Valle Viejo","Sumalao","WIRELESS","5"
"10112030","CATAMARCA","Valle Viejo","Villa Dolores","FIBRA OPTICA","103"
"10112030","CATAMARCA","Valle Viejo","Villa Dolores","SATELITAL","8"
"10112030","CATAMARCA","Valle Viejo","Villa Dolores","WIRELESS","5"
"22126010","CHACO","1º de Mayo","Barrio de los Pescadores","SATELITAL","4"
"22126020","CHACO","1º de Mayo","Colonia Benítez","ADSL","83"
"22126020","CHACO","1º de Mayo","Colonia Benítez","FIBRA OPTICA","28"
"22126020","CHACO","1º de Mayo","Colonia Benítez","SATELITAL","49"
"22126020","CHACO","1º de Mayo","Colonia Benítez","WIRELESS","2"
"22126030","CHACO","1º de Mayo","Margarita Belén","ADSL","157"
"22126030","CHACO","1º de Mayo","Margarita Belén","FIBRA OPTICA","325"
"22126030","CHACO","1º de Mayo","Margarita Belén","SATELITAL","34"
"22126030","CHACO","1º de Mayo","Margarita Belén","WIRELESS","77"
"22039010","CHACO","2 de Abril","Hermoso Campo","CABLEMODEM","28"
"22039010","CHACO","2 de Abril","Hermoso Campo","FIBRA OPTICA","259"
"22039010","CHACO","2 de Abril","Hermoso Campo","SATELITAL","21"
"22039020","CHACO","2 de Abril","Itín","FIBRA OPTICA","52"
"22039020","CHACO","2 de Abril","Itín","SATELITAL","4"
"22105010","CHACO","9 de Julio","Las Breñas","ADSL","513"
"22105010","CHACO","9 de Julio","Las Breñas","FIBRA OPTICA","588"
"22105010","CHACO","9 de Julio","Las Breñas","SATELITAL","68"
"22036010","CHACO","12 de Octubre","Gancedo","FIBRA OPTICA","80"
"22036010","CHACO","12 de Octubre","Gancedo","SATELITAL","16"
"22036010","CHACO","12 de Octubre","Gancedo","WIRELESS","119"
"22036020","CHACO","12 de Octubre","General Capdevila","FIBRA OPTICA","35"
"22036020","CHACO","12 de Octubre","General Capdevila","SATELITAL","8"
"22036030","CHACO","12 de Octubre","General Pinedo","ADSL","93"
"22036030","CHACO","12 de Octubre","General Pinedo","FIBRA OPTICA","647"
"22036030","CHACO","12 de Octubre","General Pinedo","SATELITAL","32"
"22036030","CHACO","12 de Octubre","General Pinedo","WIRELESS","1"
"22036040","CHACO","12 de Octubre","Mesón de Fierro","SATELITAL","2"
"22036040","CHACO","12 de Octubre","Mesón de Fierro","WIRELESS","21"
"22168010","CHACO","25 de Mayo","Colonia Aborigen","SATELITAL","10"
"22168010","CHACO","25 de Mayo","Colonia Aborigen","WIRELESS","46"
"22168020","CHACO","25 de Mayo","Machagai","ADSL","143"
"22168020","CHACO","25 de Mayo","Machagai","CABLEMODEM","460"
"22168020","CHACO","25 de Mayo","Machagai","FIBRA OPTICA","695"
"22168020","CHACO","25 de Mayo","Machagai","SATELITAL","30"
"22168020","CHACO","25 de Mayo","Machagai","WIRELESS","163"
"22168030","CHACO","25 de Mayo","Napalpí","SATELITAL","13"
"22007010","CHACO","Almirante Brown","Concepción del Bermejo","FIBRA OPTICA","51"
"22007010","CHACO","Almirante Brown","Concepción del Bermejo","SATELITAL","22"
"22007010","CHACO","Almirante Brown","Concepción del Bermejo","WIRELESS","230"
"22007020","CHACO","Almirante Brown","Los Frentones","FIBRA OPTICA","347"
"22007020","CHACO","Almirante Brown","Los Frentones","SATELITAL","44"
"22007020","CHACO","Almirante Brown","Los Frentones","WIRELESS","1"
"22007030","CHACO","Almirante Brown","Pampa del Infierno","FIBRA OPTICA","1.377"
"22007030","CHACO","Almirante Brown","Pampa del Infierno","SATELITAL","87"
"22007030","CHACO","Almirante Brown","Pampa del Infierno","WIRELESS","190"
"22007040","CHACO","Almirante Brown","Río Muerto","SATELITAL","46"
"22007050","CHACO","Almirante Brown","Taco Pozo","FIBRA OPTICA","419"
"22007050","CHACO","Almirante Brown","Taco Pozo","SATELITAL","80"
"22014010","CHACO","Bermejo","General Vedia","ADSL","72"
"22014010","CHACO","Bermejo","General Vedia","FIBRA OPTICA","34"
"22014010","CHACO","Bermejo","General Vedia","SATELITAL","8"
"22014010","CHACO","Bermejo","General Vedia","WIRELESS","130"
"22014020","CHACO","Bermejo","Isla del Cerrito","SATELITAL","8"
"22014030","CHACO","Bermejo","La Leonesa","ADSL","284"
"22014030","CHACO","Bermejo","La Leonesa","SATELITAL","17"
"22014030","CHACO","Bermejo","La Leonesa","WIRELESS","228"
"22014040","CHACO","Bermejo","Las Palmas","FIBRA OPTICA","50"
"22014040","CHACO","Bermejo","Las Palmas","SATELITAL","10"
"22014040","CHACO","Bermejo","Las Palmas","WIRELESS","261"
"22014050","CHACO","Bermejo","Puerto Bermejo Nuevo","FIBRA OPTICA","18"
"22014050","CHACO","Bermejo","Puerto Bermejo Nuevo","WIRELESS","51"
"22014070","CHACO","Bermejo","Puerto Eva Perón","FIBRA OPTICA","20"
"22014070","CHACO","Bermejo","Puerto Eva Perón","SATELITAL","6"
"22014070","CHACO","Bermejo","Puerto Eva Perón","WIRELESS","41"
"22028010","CHACO","Chacabuco","Charata","ADSL","565"
"22028010","CHACO","Chacabuco","Charata","FIBRA OPTICA","4.172"
"22028010","CHACO","Chacabuco","Charata","Otros","1"
"22028010","CHACO","Chacabuco","Charata","SATELITAL","155"
"22028010","CHACO","Chacabuco","Charata","WIRELESS","230"
"22021010","CHACO","Comandante Fernández","Presidencia Roque Sáenz Peña","ADSL","771"
"22021010","CHACO","Comandante Fernández","Presidencia Roque Sáenz Peña","CABLEMODEM","39"
"22021010","CHACO","Comandante Fernández","Presidencia Roque Sáenz Peña","FIBRA OPTICA","8.563"
"22021010","CHACO","Comandante Fernández","Presidencia Roque Sáenz Peña","Otros","24"
"22021010","CHACO","Comandante Fernández","Presidencia Roque Sáenz Peña","SATELITAL","225"
"22021010","CHACO","Comandante Fernández","Presidencia Roque Sáenz Peña","WIRELESS","116"
"22043010","CHACO","Fray Justo Santa María De Oro","Chorotis","Otros","25"
"22043010","CHACO","Fray Justo Santa María de Oro","Chorotis","SATELITAL","6"
"0","CHACO","Fray Justo Santa María De Oro","OTROS","Otros","60"
"22043020","CHACO","Fray Justo Santa María de Oro","Santa Sylvina","CABLEMODEM","32"
"22043020","CHACO","Fray Justo Santa María De Oro","Santa Sylvina","Otros","950"
"22043020","CHACO","Fray Justo Santa María de Oro","Santa Sylvina","SATELITAL","27"
"22043030","CHACO","Fray Justo Santa María de Oro","Venados Grandes","SATELITAL","7"
"22049010","CHACO","General Belgrano","Corzuela","ADSL","44"
"22049010","CHACO","General Belgrano","Corzuela","FIBRA OPTICA","195"
"22049010","CHACO","General Belgrano","Corzuela","SATELITAL","19"
"22049010","CHACO","General Belgrano","Corzuela","WIRELESS","28"
"22056010","CHACO","General Donovan","La Escondida","ADSL","29"
"22056010","CHACO","General Donovan","La Escondida","CABLEMODEM","331"
"22056010","CHACO","General Donovan","La Escondida","FIBRA OPTICA","168"
"22056010","CHACO","General Donovan","La Escondida","SATELITAL","10"
"22056030","CHACO","General Donovan","Lapachito","CABLEMODEM","96"
"22056030","CHACO","General Donovan","Lapachito","FIBRA OPTICA","20"
"22056030","CHACO","General Donovan","Lapachito","SATELITAL","5"
"22056020","CHACO","General Donovan","La Verde","ADSL","10"
"22056020","CHACO","General Donovan","La Verde","CABLEMODEM","153"
"22056020","CHACO","General Donovan","La Verde","FIBRA OPTICA","61"
"22056020","CHACO","General Donovan","La Verde","Otros","305"
"22056020","CHACO","General Donovan","La Verde","SATELITAL","13"
"22056040","CHACO","General Donovan","Makallé","ADSL","17"
"22056040","CHACO","General Donovan","Makallé","CABLEMODEM","556"
"22056040","CHACO","General Donovan","Makallé","SATELITAL","22"
"22063010","CHACO","General Güemes","El Espinillo","SATELITAL","17"
"22063020","CHACO","General Güemes","El Sauzal","SATELITAL","3"
"22063020","CHACO","General Güemes","El Sauzal","WIRELESS","62"
"22063030","CHACO","General Güemes","El Sauzalito","SATELITAL","39"
"22063030","CHACO","General Güemes","El Sauzalito","WIRELESS","120"
"22063040","CHACO","General Güemes","Fortín Lavalle","SATELITAL","12"
"22063040","CHACO","General Güemes","Fortín Lavalle","WIRELESS","36"
"22063050","CHACO","General Güemes","Fuerte Esperanza","FIBRA OPTICA","19"
"22063050","CHACO","General Güemes","Fuerte Esperanza","SATELITAL","17"
"22063060","CHACO","General Güemes","Juan José Castelli","ADSL","250"
"22063060","CHACO","General Güemes","Juan José Castelli","CABLEMODEM","986"
"22063060","CHACO","General Güemes","Juan José Castelli","FIBRA OPTICA","771"
"22063060","CHACO","General Güemes","Juan José Castelli","SATELITAL","110"
"22063060","CHACO","General Güemes","Juan José Castelli","WIRELESS","384"
"22063070","CHACO","General Güemes","Miraflores","FIBRA OPTICA","441"
"22063070","CHACO","General Güemes","Miraflores","SATELITAL","64"
"22063070","CHACO","General Güemes","Miraflores","WIRELESS","305"
"22063080","CHACO","General Güemes","Nueva Pompeya","SATELITAL","29"
"22063080","CHACO","General Güemes","Nueva Pompeya","WIRELESS","308"
"22063100","CHACO","General Güemes","Villa Río Bermejito","ADSL","3"
"22063100","CHACO","General Güemes","Villa Río Bermejito","FIBRA OPTICA","204"
"22063100","CHACO","General Güemes","Villa Río Bermejito","SATELITAL","16"
"22063100","CHACO","General Güemes","Villa Río Bermejito","WIRELESS","222"
"22063110","CHACO","General Güemes","Wichi","SATELITAL","5"
"22063110","CHACO","General Güemes","Wichi","WIRELESS","91"
"22063120","CHACO","General Güemes","Zaparinqui","SATELITAL","13"
"22070010","CHACO","Independencia","Avia Terai","ADSL","37"
"22070010","CHACO","Independencia","Avia Terai","FIBRA OPTICA","49"
"22070010","CHACO","Independencia","Avia Terai","SATELITAL","14"
"22070010","CHACO","Independencia","Avia Terai","WIRELESS","196"
"22070020","CHACO","Independencia","Campo Largo","ADSL","66"
"22070020","CHACO","Independencia","Campo Largo","FIBRA OPTICA","802"
"22070020","CHACO","Independencia","Campo Largo","Otros","3"
"22070020","CHACO","Independencia","Campo Largo","SATELITAL","14"
"22070020","CHACO","Independencia","Campo Largo","WIRELESS","72"
"22070030","CHACO","Independencia","Fortín Las Chuñas","SATELITAL","6"
"22070030","CHACO","Independencia","Fortín Las Chuñas","WIRELESS","1"
"22070040","CHACO","Independencia","Napenay","SATELITAL","10"
"22070040","CHACO","Independencia","Napenay","WIRELESS","118"
"22077010","CHACO","Libertad","Colonia Popular","SATELITAL","21"
"22077020","CHACO","Libertad","Estación General Obligado","SATELITAL","1"
"22077030","CHACO","Libertad","Laguna Blanca","SATELITAL","6"
"22077040","CHACO","Libertad","Puerto Tirol","ADSL","321"
"22077040","CHACO","Libertad","Puerto Tirol","CABLEMODEM","1"
"22077040","CHACO","Libertad","Puerto Tirol","FIBRA OPTICA","502"
"22077040","CHACO","Libertad","Puerto Tirol","SATELITAL","69"
"22077040","CHACO","Libertad","Puerto Tirol","WIRELESS","73"
"22084010","CHACO","Libertador General San Martín","Ciervo Petiso","SATELITAL","1"
"22084010","CHACO","Libertador General San Martín","Ciervo Petiso","WIRELESS","57"
"22084020","CHACO","Libertador General San Martín","General José de San Martín","ADSL","55"
"22084020","CHACO","Libertador General San Martín","General José de San Martín","CABLEMODEM","30"
"22084020","CHACO","Libertador General San Martín","General José de San Martín","FIBRA OPTICA","6.463"
"22084020","CHACO","Libertador General San Martín","General José de San Martín","SATELITAL","29"
"22084020","CHACO","Libertador General San Martín","General José de San Martín","WIRELESS","450"
"22084030","CHACO","Libertador General San Martín","La Eduvigis","SATELITAL","4"
"22084040","CHACO","Libertador General San Martín","Laguna Limpia","SATELITAL","3"
